Kingdom,Group,SubGroup,Size (Mb)
Bacteria,Actinobacteria,Actinobacteria,2.41944
Bacteria,Actinobacteria,Actinobacteria,4.70859
Bacteria,Actinobacteria,Actinobacteria,2.93178
Bacteria,Actinobacteria,Actinobacteria,2.74991
Bacteria,Actinobacteria,Actinobacteria,4.23409
Eukaryota,Fungi,Ascomycetes,41.3859
Viruses,ssRNA viruses,Picornaviridae,0.007632
Viruses,ssRNA viruses,Picornaviridae,0.007213
Viruses,dsDNA viruses, no RNA stage,Polydnaviridae,0.56767
Eukaryota,Animals,Insects,186.104
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.185139
Viruses,ssDNA viruses,Geminiviridae,0.00518
Viruses,ssDNA viruses,Geminiviridae,0.002744
Viruses,ssDNA viruses,Geminiviridae,0.002744
Viruses,Satellites,unclassified,0.001355
Viruses,ssDNA viruses,Geminiviridae,0.002751
Viruses,Satellites,unclassified,0.001366
Viruses,Satellites,unclassified,0.001354
Viruses,ssDNA viruses,Geminiviridae,0.002759
Viruses,Satellites,unclassified,0.001387
Viruses,Satellites,unclassified,0.001349
Viruses,Satellites,unclassified,0.001348
Viruses,ssDNA viruses,Geminiviridae,0.002764
Viruses,ssDNA viruses,Geminiviridae,0.002748
Viruses,Satellites,unclassified,0.001376
Viruses,Satellites,unclassified,0.001346
Viruses,ssDNA viruses,Geminiviridae,0.002751
Viruses,Satellites,unclassified,0.00135
Viruses,ssDNA viruses,Geminiviridae,0.002754
Viruses,Satellites,unclassified,0.001351
Viruses,ssDNA viruses,Geminiviridae,0.002754
Viruses,Satellites,unclassified,0.001396
Viruses,Satellites,unclassified,0.001436
Viruses,ssRNA viruses,Luteoviridae,0.005866
Eukaryota,Animals,Birds,531.96
Viruses,ssRNA viruses,Potyviridae,0.009465
Viruses,ssRNA viruses,Bromoviridae,0.008118
Viruses,ssRNA viruses,Betaflexiviridae,0.008127
Viruses,ssRNA viruses,Secoviridae,0.00937
Viruses,ssRNA viruses,Tombusviridae,0.004029
Viruses,Satellites,unclassified,0.001379
Viruses,ssRNA viruses,Secoviridae,0.009689
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.224499
Bacteria,Proteobacteria,Gammaproteobacteria,2.33862
Bacteria,Proteobacteria,Gammaproteobacteria,2.21425
Bacteria,Proteobacteria,Gammaproteobacteria,0.656901
Bacteria,Proteobacteria,Gammaproteobacteria,1.73384
Viruses,ssDNA viruses,Geminiviridae,0.002745
Eukaryota,Animals,Other Animals,557.736
Archaea,Crenarchaeota,unclassified Crenarchaeota,1.4133
Archaea,Crenarchaeota,unclassified Crenarchaeota,1.11069
Archaea,Crenarchaeota,unclassified Crenarchaeota,0.797737
Archaea,Crenarchaeota,unclassified Crenarchaeota,0.833677
Archaea,Crenarchaeota,unclassified Crenarchaeota,0.940474
Archaea,Crenarchaeota,unclassified Crenarchaeota,1.14991
Eukaryota,Fungi,Basidiomycetes,70.2573
Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,2.9696
Viruses,dsDNA viruses, no RNA stage,Herpesviridae,0.124335
Eukaryota,Animals,Mammals,2399.79
Viruses,ssRNA viruses,Dicistroviridae,0.009185
Viruses,ssRNA viruses,Bunyaviridae,0.019146
Bacteria,Cyanobacteria,Oscillatoriophycideae,5.62041
Viruses,ssRNA viruses,Dicistroviridae,0.009136
Eukaryota,Protists,Kinetoplasts,33.7832
Eukaryota,Protists,Kinetoplasts,41.2974
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.95296
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.044988
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.043153
Bacteria,Proteobacteria,Alphaproteobacteria,3.86356
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.8838
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.62289
Eukaryota,Animals,Reptiles,2120.57
Bacteria,Cyanobacteria,Oscillatoriophycideae,6.23816
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.008344
Viruses,ssRNA viruses,Picornaviridae,0.007321
Eukaryota,Fungi,Basidiomycetes,68.6058
Eukaryota,Fungi,Basidiomycetes,22.134
Eukaryota,Fungi,Basidiomycetes,94.3329
Bacteria,Proteobacteria,Gammaproteobacteria,4.8561
Bacteria,Proteobacteria,Gammaproteobacteria,4.49948
Bacteria,Proteobacteria,Gammaproteobacteria,4.76479
Bacteria,Proteobacteria,Gammaproteobacteria,4.59509
Bacteria,Proteobacteria,Gammaproteobacteria,4.36411
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.149273
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.223989
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.149162
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.151924
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.038966
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.039012
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.047611
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.049116
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.039974
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.178193
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.14794
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.358663
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.076631
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.041796
Bacteria,Proteobacteria,Gammaproteobacteria,4.98554
Bacteria,Proteobacteria,Gammaproteobacteria,4.52463
Bacteria,Proteobacteria,Gammaproteobacteria,4.24219
Eukaryota,Animals,Reptiles,1126.79
Viruses,Satellites,unclassified,0.001347
Viruses,Satellites,unclassified,0.001346
Viruses,ssDNA viruses,Geminiviridae,0.002757
Viruses,ssDNA viruses,Geminiviridae,0.002744
Viruses,dsDNA viruses, no RNA stage,Polyomaviridae,0.005079
Bacteria,Actinobacteria,Actinobacteria,4.36716
Bacteria,Actinobacteria,Actinobacteria,4.35683
Bacteria,Actinobacteria,Actinobacteria,4.09061
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.89173
Eukaryota,Fungi,Ascomycetes,24.3237
Viruses,dsRNA viruses,Hypoviridae,0.012734
Viruses,dsRNA viruses,Hypoviridae,0.012507
Viruses,dsRNA viruses,Hypoviridae,0.009799
Viruses,dsRNA viruses,Hypoviridae,0.009149
Viruses,dsRNA viruses,unclassified,0.003788
Viruses,ssRNA viruses,Narnaviridae,0.002728
Bacteria,Actinobacteria,Coriobacteriia,1.93129
Bacteria,Actinobacteria,Coriobacteriia,1.6178
Eukaryota,Fungi,Basidiomycetes,24.3608
Eukaryota,Fungi,Basidiomycetes,16.4436
Eukaryota,Fungi,Basidiomycetes,23.8624
Eukaryota,Fungi,Basidiomycetes,22.7905
Eukaryota,Fungi,Basidiomycetes,18.3748
Eukaryota,Fungi,Basidiomycetes,19.1459
Eukaryota,Fungi,Basidiomycetes,19.6998
Eukaryota,Fungi,Basidiomycetes,20.8286
Eukaryota,Protists,Other Protists,0.487066
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.110907
Bacteria,Actinobacteria,Actinobacteria,9.19599
Eukaryota,Protists,Apicomplexans,9.50978
Eukaryota,Protists,Apicomplexans,9.17973
Eukaryota,Protists,Apicomplexans,-
Eukaryota,Protists,Apicomplexans,9.28324
Viruses,Satellites,unclassified,0.001292
Eukaryota,Animals,Birds,1153.89
Viruses,ssRNA viruses,Tombusviridae,0.004576
Viruses,ssRNA viruses,Virgaviridae,0.006562
Viruses,ssRNA viruses,Virgaviridae,0.006424
Viruses,ssRNA viruses,Tombusviridae,0.004431
Viruses,ssRNA viruses,Bromoviridae,0.008623
Viruses,Satellites,unclassified,0.000336
Viruses,ssRNA viruses,Virgaviridae,0.006485
Viruses,ssRNA viruses,Tombusviridae,0.004701
Viruses,ssRNA viruses,Potyviridae,0.009751
Bacteria,Proteobacteria,Alphaproteobacteria,3.71366
Eukaryota,Plants,Land Plants,374.928
Eukaryota,Plants,Land Plants,323.986
Viruses,Other,Other,0.002934
Viruses,ssRNA viruses,Luteoviridae,0.005669
Viruses,ssRNA viruses,Closteroviridae,0.016648
Viruses,ssDNA viruses,Geminiviridae,0.005232
Viruses,ssRNA viruses,Closteroviridae,0.017099
Viruses,Satellites,unclassified,0.000667
Viruses,ssRNA viruses,Flaviviridae,0.010837
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.108252
Viruses,ssRNA viruses,Tymoviridae,0.006471
Viruses,ssDNA viruses,Parvoviridae,0.005759
Eukaryota,Animals,Insects,579.042
Viruses,ssRNA viruses,Rhabdoviridae,0.01119
Eukaryota,Fungi,Other Fungi,31.1451
Eukaryota,Fungi,Other Fungi,31.7435
Viruses,ssRNA viruses,Arenaviridae,0.010438
Bacteria,Proteobacteria,Betaproteobacteria,7.9266
Bacteria,Proteobacteria,Betaproteobacteria,8.54679
Bacteria,Proteobacteria,Betaproteobacteria,5.57874
Bacteria,Proteobacteria,Betaproteobacteria,7.29187
Bacteria,Proteobacteria,Betaproteobacteria,9.74138
Bacteria,Proteobacteria,Betaproteobacteria,6.8268
Bacteria,Proteobacteria,Betaproteobacteria,7.25529
Bacteria,Proteobacteria,Betaproteobacteria,6.77177
Viruses,ssRNA viruses,Rhabdoviridae,0.013169
Bacteria,Actinobacteria,Actinobacteria,3.90829
Bacteria,Actinobacteria,Actinobacteria,3.70532
Bacteria,Proteobacteria,Betaproteobacteria,6.74824
Bacteria,Proteobacteria,Betaproteobacteria,6.83252
Eukaryota,Fungi,Ascomycetes,35.4974
Eukaryota,Fungi,Ascomycetes,33.3795
Viruses,dsRNA viruses,unclassified,0.004035
Viruses,ssRNA viruses,Hepeviridae,0.00731
Eukaryota,Other,Other,16.5467
Bacteria,Cyanobacteria,Oscillatoriophycideae,4.17697
Bacteria,Cyanobacteria,Oscillatoriophycideae,3.16338
Bacteria,Cyanobacteria,Oscillatoriophycideae,3.21249
Bacteria,Cyanobacteria,Oscillatoriophycideae,3.34236
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.047055
Viruses,dsDNA viruses, no RNA stage,unclassified,0.04573
Viruses,dsDNA viruses, no RNA stage,unclassified,0.040658
Viruses,dsDNA viruses, no RNA stage,unclassified,0.038834
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.047741
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.047536
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.177211
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.192497
Viruses,dsDNA viruses, no RNA stage,unclassified,0.04589
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.04248
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.10753
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.16144
Viruses,dsDNA viruses, no RNA stage,unclassified,0.046997
Viruses,dsDNA viruses, no RNA stage,unclassified,0.178807
Viruses,ssDNA viruses,unclassified,0.002087
Viruses,ssDNA viruses,unclassified,0.002308
Bacteria,Cyanobacteria,Oscillatoriophycideae,7.84195
Eukaryota,Fungi,Ascomycetes,14.2753
Viruses,Retro-transcribing viruses,Caulimoviridae,0.009205
Viruses,ssRNA viruses,Secoviridae,0.012138
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.39204
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.15883
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.22127
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.29193
Bacteria,Proteobacteria,Gammaproteobacteria,2.36321
Bacteria,Proteobacteria,Gammaproteobacteria,2.38392
Bacteria,Proteobacteria,Gammaproteobacteria,2.65543
Eukaryota,Protists,Apicomplexans,46.155
Viruses,ssDNA viruses,Circoviridae,0.00176
Viruses,ssDNA viruses,Circoviridae,0.001751
Viruses,ssDNA viruses,Circoviridae,0.001838
Viruses,ssDNA viruses,Circoviridae,0.001789
Viruses,ssDNA viruses,Circoviridae,0.001855
Viruses,ssDNA viruses,Circoviridae,0.001865
Viruses,ssDNA viruses,Circoviridae,0.001703
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.1235
Eukaryota,Animals,Roundworms,-
Eukaryota,Fungi,Basidiomycetes,31.5741
Bacteria,Cyanobacteria,Nostocales,3.87903
Bacteria,Cyanobacteria,Nostocales,7.61059
Viruses,ssRNA viruses,unclassified,0.004083
Viruses,ssRNA viruses,Alphaflexiviridae,0.006227
Viruses,ssRNA viruses,Tombusviridae,0.004733
Viruses,Satellites,unclassified,0.000618
Eukaryota,Plants,Green Algae,281.27
Eukaryota,Animals,Fishes,470.199
Eukaryota,Fungi,Ascomycetes,28.7813
Viruses,dsRNA viruses,Reoviridae,0.024732
Viruses,dsRNA viruses,Reoviridae,0.025325
Viruses,dsRNA viruses,Reoviridae,0.024041
Viruses,dsRNA viruses,Reoviridae,0.024818
Viruses,dsDNA viruses, no RNA stage,Alloherpesviridae,0.291144
Viruses,dsDNA viruses, no RNA stage,Alloherpesviridae,0.290304
Viruses,dsDNA viruses, no RNA stage,Alloherpesviridae,0.295146
Eukaryota,Animals,Fishes,1011.85
Eukaryota,Animals,Fishes,1035.17
Eukaryota,Animals,Fishes,1380.1
Viruses,ssRNA viruses,Potyviridae,0.009908
Bacteria,Proteobacteria,delta/epsilon subdivisions,12.2824
Bacteria,Proteobacteria,delta/epsilon subdivisions,12.5378
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.42513
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.43322
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.08938
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.39177
Eukaryota,Fungi,Basidiomycetes,29.5035
Eukaryota,Fungi,Ascomycetes,39.5319
Bacteria,Cyanobacteria,Oscillatoriophycideae,3.78101
Eukaryota,Fungi,Ascomycetes,57.9964
Eukaryota,Animals,Insects,18.6131
Bacteria,Actinobacteria,Actinobacteria,11.4456
Viroids,Pospiviroidae,unclassified Pospiviroidae,0.000342
Viruses,Retro-transcribing viruses,Caulimoviridae,0.007916
Eukaryota,Fungi,Ascomycetes,35.8424
Viruses,ssDNA viruses,Geminiviridae,0.005214
Eukaryota,Animals,Insects,272.853
Viruses,ssDNA viruses,Parvoviridae,0.005006
Eukaryota,Animals,Fishes,1411.76
Viruses,ssRNA viruses,Potyviridae,0.009548
Viruses,ssRNA viruses,Betaflexiviridae,0.008739
Eukaryota,Animals,Other Animals,197.206
Bacteria,Proteobacteria,Gammaproteobacteria,4.10499
Viruses,ssRNA viruses,Potyviridae,0.010038
Eukaryota,Animals,Mammals,3631.52
Viruses,ssDNA viruses,Geminiviridae,0.005163
Eukaryota,Animals,Mammals,2855.37
Viruses,ssRNA viruses,Arteriviridae,0.015684
Eukaryota,Fungi,Ascomycetes,12.1819
Viruses,ssDNA viruses,Parvoviridae,0.006321
Viruses,ssDNA viruses,Parvoviridae,0.003909
Bacteria,Proteobacteria,Betaproteobacteria,3.62723
Bacteria,Proteobacteria,Betaproteobacteria,4.5011
Bacteria,Proteobacteria,Betaproteobacteria,3.71198
Viruses,dsDNA viruses, no RNA stage,unclassified,0.049335
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.17056
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.166259
Bacteria,Deferribacteres,Deferribacteres,2.54293
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.23655
Bacteria,Proteobacteria,Alphaproteobacteria,4.26026
Bacteria,Thermotogae,Thermotogae,2.0531
Viruses,ssRNA viruses,Iflaviridae,0.01014
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.157486
Bacteria,Firmicutes,Clostridia,6.32936
Bacteria,Firmicutes,Clostridia,2.94334
Bacteria,Chloroflexi,Dehalococcoidia,1.47355
Bacteria,Chloroflexi,Dehalococcoidia,1.48668
Bacteria,Chloroflexi,Dehalococcoidia,0.912888
Bacteria,Chloroflexi,Dehalococcoidia,1.135
Bacteria,Chloroflexi,Dehalococcoidia,0.318003
Bacteria,Chloroflexi,Dehalococcoidia,1.37994
Bacteria,Chloroflexi,Dehalococcoidia,1.43549
Bacteria,Chloroflexi,Dehalococcoidia,1.75904
Bacteria,Chloroflexi,Dehalococcoidia,0.732023
Bacteria,Chloroflexi,Dehalococcoidia,1.4583
Bacteria,Chloroflexi,Dehalococcoidia,1.72573
Bacteria,Chloroflexi,Dehalococcoidia,1.68651
Bacteria,Deinococcus-Thermus,Deinococci,4.01938
Bacteria,Deinococcus-Thermus,Deinococci,4.45264
Bacteria,Deinococcus-Thermus,Deinococci,5.00329
Bacteria,Deinococcus-Thermus,Deinococci,3.85533
Bacteria,Deinococcus-Thermus,Deinococci,4.14456
Bacteria,Deinococcus-Thermus,Deinococci,4.03178
Bacteria,Deinococcus-Thermus,Deinococci,3.24702
Bacteria,Deinococcus-Thermus,Deinococci,4.40604
Bacteria,Deinococcus-Thermus,Deinococci,3.49853
Bacteria,Deinococcus-Thermus,Deinococci,4.80002
Bacteria,Deinococcus-Thermus,Deinococci,5.07829
Bacteria,Deinococcus-Thermus,Deinococci,2.76761
Bacteria,Deinococcus-Thermus,Deinococci,4.51371
Bacteria,Deinococcus-Thermus,Deinococci,3.80714
Bacteria,Deinococcus-Thermus,Deinococci,4.76581
Bacteria,Deinococcus-Thermus,Deinococci,2.88684
Bacteria,Deinococcus-Thermus,Deinococci,3.28416
Bacteria,Deinococcus-Thermus,Deinococci,3.53144
Bacteria,Deinococcus-Thermus,Deinococci,3.39078
Bacteria,Deinococcus-Thermus,Deinococci,3.28878
Bacteria,Deinococcus-Thermus,unclassified Thermus/Deinococcus group,0.82054
Bacteria,Proteobacteria,Betaproteobacteria,6.75271
Bacteria,Proteobacteria,Betaproteobacteria,6.95318
Bacteria,Proteobacteria,Betaproteobacteria,6.97864
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.07399
Bacteria,Proteobacteria,Betaproteobacteria,6.73215
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.008095
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.008374
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007761
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007945
Bacteria,Proteobacteria,delta/epsilon subdivisions,1.41873
Bacteria,Proteobacteria,delta/epsilon subdivisions,1.05753
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.80055
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.24146
Bacteria,Actinobacteria,Actinobacteria,2.79039
Bacteria,Actinobacteria,Actinobacteria,2.56569
Bacteria,Actinobacteria,Actinobacteria,2.54697
Bacteria,Actinobacteria,Actinobacteria,2.62235
Bacteria,Actinobacteria,Actinobacteria,2.64374
Bacteria,Actinobacteria,Actinobacteria,2.62356
Bacteria,Actinobacteria,Actinobacteria,3.20952
Bacteria,Actinobacteria,Actinobacteria,2.46099
Bacteria,Actinobacteria,Actinobacteria,3.57477
Eukaryota,Animals,Insects,261.334
Viruses,dsRNA viruses,Reoviridae,0.032753
Viruses,ssDNA viruses,Parvoviridae,0.005039
Viruses,ssRNA viruses,Alphatetraviridae,0.007982
Viruses,ssRNA viruses,Flaviviridae,0.010735
Bacteria,Deferribacteres,Deferribacteres,3.22208
Bacteria,Actinobacteria,Actinobacteria,2.37774
Bacteria,Actinobacteria,Actinobacteria,2.51063
Bacteria,Actinobacteria,Actinobacteria,3.11536
Bacteria,Actinobacteria,Actinobacteria,3.11364
Eukaryota,Animals,Other Animals,53.5453
Bacteria,Actinobacteria,Actinobacteria,2.61771
Bacteria,Proteobacteria,Betaproteobacteria,5.18517
Viruses,ssDNA viruses,Geminiviridae,0.005083
Viruses,Retro-transcribing viruses,Retroviridae,0.010485
Bacteria,Firmicutes,Bacilli,3.69373
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.94038
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.65573
Bacteria,Proteobacteria,delta/epsilon subdivisions,6.46996
Bacteria,Proteobacteria,delta/epsilon subdivisions,6.51707
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.66734
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.48198
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.99761
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.61448
Bacteria,Firmicutes,Clostridia,4.36135
Bacteria,Firmicutes,Clostridia,4.22058
Bacteria,Firmicutes,Clostridia,4.32175
Bacteria,Firmicutes,Clostridia,3.62445
Bacteria,Firmicutes,Clostridia,5.72753
Bacteria,Firmicutes,Clostridia,3.17607
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.28254
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.64428
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.97466
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.46678
Bacteria,Proteobacteria,delta/epsilon subdivisions,2.59165
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.6498
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.65778
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.37184
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.19791
Bacteria,Proteobacteria,delta/epsilon subdivisions,6.51585
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.21178
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.96195
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.80057
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.79681
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.85187
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.02351
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.11404
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.40301
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.94417
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.62718
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.68343
Bacteria,Proteobacteria,delta/epsilon subdivisions,2.90957
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.94266
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.78211
Bacteria,Proteobacteria,delta/epsilon subdivisions,6.52703
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.10739
Bacteria,Proteobacteria,delta/epsilon subdivisions,2.9397
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.80966
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.76145
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.6346
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.92365
Bacteria,Proteobacteria,delta/epsilon subdivisions,1.89594
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.46904
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.60057
Bacteria,Proteobacteria,delta/epsilon subdivisions,7.09233
Bacteria,Proteobacteria,delta/epsilon subdivisions,6.11947
Bacteria,Firmicutes,Clostridia,6.98715
Bacteria,Firmicutes,Clostridia,4.63787
Bacteria,Firmicutes,Clostridia,4.99118
Bacteria,Firmicutes,Clostridia,4.87357
Bacteria,Firmicutes,Clostridia,5.86308
Bacteria,Firmicutes,Clostridia,5.66098
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.65963
Bacteria,Proteobacteria,delta/epsilon subdivisions,2.77418
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.11876
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.99876
Bacteria,Firmicutes,Clostridia,3.73567
Bacteria,Firmicutes,Clostridia,4.54562
Bacteria,Firmicutes,Clostridia,3.47105
Bacteria,Firmicutes,Clostridia,2.62224
Bacteria,Firmicutes,Clostridia,2.89226
Bacteria,Firmicutes,Clostridia,4.85553
Bacteria,Firmicutes,Clostridia,2.69503
Bacteria,Firmicutes,Clostridia,3.60139
Bacteria,Firmicutes,Clostridia,3.05279
Bacteria,Firmicutes,Clostridia,3.6081
Bacteria,Firmicutes,Clostridia,3.96901
Bacteria,Firmicutes,Clostridia,2.65487
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.24209
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.07317
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.40171
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.62911
Bacteria,Proteobacteria,delta/epsilon subdivisions,4.40252
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.73023
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.12891
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.20233
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.41906
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.90917
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.5651
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.35913
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.54581
